[INFO ] 2019-04-20 15:55:02,877 -- WorkingPath: ./CARSKit.Workspace/
[INFO ] 2019-04-20 15:55:02,883 -- Your original rating data path: ./result.csv
[INFO ] 2019-04-20 15:55:02,883 -- Current working path: ./CARSKit.Workspace/
[WARN ] 2019-04-20 15:55:02,885 -- You rating data is in Compact format. CARSKit is working on transformation on the data format...
[INFO ] 2019-04-20 15:55:02,904 -- User, Item, Rating, start:đà nẵng, start:hà nội, start:hồ chí minh, price:cheap, price:expensive, price:reasonable, date:weekday, date:weekend, duration:3, duration:5, :na
[INFO ] 2019-04-20 15:55:02,919 -- Data transformaton completed (from Compact to Binary format). See new rating file: ./CARSKit.Workspace/train.csv
[INFO ] 2019-04-20 15:55:02,931 -- Dataset: ./CARSKit.Workspace/train.csv
[INFO ] 2019-04-20 15:55:02,933 -- DataPath: ./CARSKit.Workspace/train.csv
[INFO ] 2019-04-20 15:55:02,967 -- Rating data set has been successfully loaded.
[INFO ] 2019-04-20 15:55:02,970 -- 
/***********************************************************************
 *
 * Dataset: ./CARSKit.Workspace/train.csv
 * 
 * Statistics of U-I-C Matrix:
 * User amount: 102
 * Item amount: 30
 * Rate amount: 579
 * Context dimensions: 5 (start, price, date, duration, )
 * Context conditions: 11 (start: 3, price: 3, date: 2, duration: 2, : 1)
 * Context situations: 16
 * Data density: 0.5256%
 * Scale distribution: [4.0 x 108, 4.5 x 361, 3.5 x 110]
 * Average value of all ratings: 4.216753
 * Standard deviation of all ratings: 0.395457
 * Mode of all rating values: 4.500000
 * Median of all rating values: 4.500000
 *
 ***********************************************************************/
[INFO ] 2019-04-20 15:55:02,972 -- With Setup: cv -k 5 -p on --rand-seed 1 --test-view all
[DEBUG] 2019-04-20 15:55:02,976 -- Fold [1]: training amount: 463, test amount: 116
[DEBUG] 2019-04-20 15:55:02,978 -- Fold [2]: training amount: 463, test amount: 116
[DEBUG] 2019-04-20 15:55:02,979 -- Fold [3]: training amount: 463, test amount: 116
[DEBUG] 2019-04-20 15:55:02,980 -- Fold [4]: training amount: 463, test amount: 116
[DEBUG] 2019-04-20 15:55:02,982 -- Fold [5]: training amount: 464, test amount: 115
[DEBUG] 2019-04-20 15:55:03,300 -- CAMF_CU fold [1] iter 53: loss = 0.2141124, delta_loss = 0.0012467339, learn_rate = 0.24081539
[DEBUG] 2019-04-20 15:55:03,300 -- CAMF_CU fold [4] iter 59: loss = 0.20460753, delta_loss = 7.548722E-4, learn_rate = 0.32271564
[DEBUG] 2019-04-20 15:55:03,301 -- CAMF_CU fold [1] iter 54: loss = 0.21320266, delta_loss = 9.097457E-4, learn_rate = 0.25285617
[DEBUG] 2019-04-20 15:55:03,301 -- CAMF_CU fold [3] iter 70: loss = 0.18259901, delta_loss = 6.013907E-4, learn_rate = 0.2628349
[DEBUG] 2019-04-20 15:55:03,302 -- CAMF_CU fold [3] iter 71: loss = 0.18206273, delta_loss = 5.362771E-4, learn_rate = 0.27597663
[DEBUG] 2019-04-20 15:55:03,302 -- CAMF_CU fold [4] iter 60: loss = 0.20444508, delta_loss = 1.6245033E-4, learn_rate = 0.33885145
[DEBUG] 2019-04-20 15:55:03,303 -- CAMF_CU fold [3] iter 72: loss = 0.18158124, delta_loss = 4.814895E-4, learn_rate = 0.28977546
[DEBUG] 2019-04-20 15:55:03,303 -- CAMF_CU fold [3] iter 73: loss = 0.18115835, delta_loss = 4.2288957E-4, learn_rate = 0.30426425
[DEBUG] 2019-04-20 15:55:03,303 -- CAMF_CU fold [4] iter 61: loss = 0.20508659, delta_loss = -6.4151216E-4, learn_rate = 0.355794
[DEBUG] 2019-04-20 15:55:03,304 -- CAMF_CU fold [3] iter 74: loss = 0.1808092, delta_loss = 3.4914573E-4, learn_rate = 0.31947747
[DEBUG] 2019-04-20 15:55:03,304 -- CAMF_CU fold [4] iter 62: loss = 0.20336397, delta_loss = 0.001722625, learn_rate = 0.177897
[DEBUG] 2019-04-20 15:55:03,305 -- CAMF_CU fold [3] iter 75: loss = 0.1805594, delta_loss = 2.4981017E-4, learn_rate = 0.33545133
[DEBUG] 2019-04-20 15:55:03,305 -- CAMF_CU fold [4] iter 63: loss = 0.19772072, delta_loss = 0.005643241, learn_rate = 0.18679185
[DEBUG] 2019-04-20 15:55:03,306 -- CAMF_CU fold [3] iter 76: loss = 0.18044917, delta_loss = 1.10224966E-4, learn_rate = 0.3522239
[DEBUG] 2019-04-20 15:55:03,306 -- CAMF_CU fold [4] iter 64: loss = 0.19362038, delta_loss = 0.004100341, learn_rate = 0.19613145
[DEBUG] 2019-04-20 15:55:03,307 -- CAMF_CU fold [4] iter 65: loss = 0.19134416, delta_loss = 0.0022762245, learn_rate = 0.20593803
[DEBUG] 2019-04-20 15:55:03,307 -- CAMF_CU fold [3] iter 77: loss = 0.18054917, delta_loss = -1.0000082E-4, learn_rate = 0.3698351
[DEBUG] 2019-04-20 15:55:03,308 -- CAMF_CU fold [4] iter 66: loss = 0.18954615, delta_loss = 0.0017980109, learn_rate = 0.21623492
[DEBUG] 2019-04-20 15:55:03,308 -- CAMF_CU fold [3] iter 78: loss = 0.18014067, delta_loss = 4.084953E-4, learn_rate = 0.18491755
[DEBUG] 2019-04-20 15:55:03,308 -- CAMF_CU fold [2] iter 70: loss = 0.17477977, delta_loss = 3.762902E-4, learn_rate = 0.2628349
[DEBUG] 2019-04-20 15:55:03,309 -- CAMF_CU fold [4] iter 67: loss = 0.1880701, delta_loss = 0.0014760399, learn_rate = 0.22704667
[DEBUG] 2019-04-20 15:55:03,309 -- CAMF_CU fold [3] iter 79: loss = 0.17915714, delta_loss = 9.835397E-4, learn_rate = 0.19416343
[DEBUG] 2019-04-20 15:55:03,310 -- CAMF_CU fold [2] iter 71: loss = 0.17442693, delta_loss = 3.5284818E-4, learn_rate = 0.27597663
[DEBUG] 2019-04-20 15:55:03,311 -- CAMF_CU fold [3] iter 80: loss = 0.17825827, delta_loss = 8.9887355E-4, learn_rate = 0.2038716
[DEBUG] 2019-04-20 15:55:03,311 -- CAMF_CU fold [4] iter 68: loss = 0.1868628, delta_loss = 0.0012073178, learn_rate = 0.238399
[DEBUG] 2019-04-20 15:55:03,312 -- CAMF_CU fold [1] iter 55: loss = 0.21262455, delta_loss = 5.7810784E-4, learn_rate = 0.26549897
[DEBUG] 2019-04-20 15:55:03,312 -- CAMF_CU fold [4] iter 69: loss = 0.18588883, delta_loss = 9.739613E-4, learn_rate = 0.25031894
[DEBUG] 2019-04-20 15:55:03,313 -- CAMF_CU fold [2] iter 72: loss = 0.1740961, delta_loss = 3.308287E-4, learn_rate = 0.28977546
[DEBUG] 2019-04-20 15:55:03,313 -- CAMF_CU fold [4] iter 70: loss = 0.18510608, delta_loss = 7.8275154E-4, learn_rate = 0.2628349
[DEBUG] 2019-04-20 15:55:03,314 -- CAMF_CU fold [1] iter 56: loss = 0.21241106, delta_loss = 2.1348377E-4, learn_rate = 0.2787739
[DEBUG] 2019-04-20 15:55:03,314 -- CAMF_CU fold [2] iter 73: loss = 0.17378636, delta_loss = 3.097425E-4, learn_rate = 0.30426425
[DEBUG] 2019-04-20 15:55:03,315 -- CAMF_CU fold [4] iter 71: loss = 0.18447046, delta_loss = 6.356244E-4, learn_rate = 0.27597663
[DEBUG] 2019-04-20 15:55:03,315 -- CAMF_CU fold [1] iter 57: loss = 0.2126509, delta_loss = -2.3982173E-4, learn_rate = 0.2927126
[DEBUG] 2019-04-20 15:55:03,315 -- CAMF_CU fold [2] iter 74: loss = 0.17349868, delta_loss = 2.87674E-4, learn_rate = 0.31947747
[DEBUG] 2019-04-20 15:55:03,316 -- CAMF_CU fold [4] iter 72: loss = 0.18394712, delta_loss = 5.2333577E-4, learn_rate = 0.28977546
[DEBUG] 2019-04-20 15:55:03,317 -- CAMF_CU fold [1] iter 58: loss = 0.20650151, delta_loss = 0.006149373, learn_rate = 0.1463563
[DEBUG] 2019-04-20 15:55:03,317 -- CAMF_CU fold [2] iter 75: loss = 0.17323595, delta_loss = 2.6271702E-4, learn_rate = 0.33545133
[DEBUG] 2019-04-20 15:55:03,317 -- CAMF_CU fold [4] iter 73: loss = 0.18351535, delta_loss = 4.317656E-4, learn_rate = 0.30426425
[DEBUG] 2019-04-20 15:55:03,318 -- CAMF_CU fold [4] iter 74: loss = 0.18316764, delta_loss = 3.4772223E-4, learn_rate = 0.31947747
[DEBUG] 2019-04-20 15:55:03,318 -- CAMF_CU fold [2] iter 76: loss = 0.17300385, delta_loss = 2.3211021E-4, learn_rate = 0.3522239
[DEBUG] 2019-04-20 15:55:03,319 -- CAMF_CU fold [1] iter 59: loss = 0.19492686, delta_loss = 0.011574664, learn_rate = 0.15367413
[DEBUG] 2019-04-20 15:55:03,319 -- CAMF_CU fold [4] iter 75: loss = 0.18290856, delta_loss = 2.5906716E-4, learn_rate = 0.33545133
[DEBUG] 2019-04-20 15:55:03,320 -- CAMF_CU fold [1] iter 60: loss = 0.19136359, delta_loss = 0.0035632607, learn_rate = 0.16135782
[DEBUG] 2019-04-20 15:55:03,320 -- CAMF_CU fold [4] iter 76: loss = 0.18275754, delta_loss = 1.5101566E-4, learn_rate = 0.3522239
[DEBUG] 2019-04-20 15:55:03,321 -- CAMF_CU fold [1] iter 61: loss = 0.18937053, delta_loss = 0.0019930697, learn_rate = 0.16942573
[DEBUG] 2019-04-20 15:55:03,321 -- CAMF_CU fold [4] iter 77: loss = 0.18276258, delta_loss = -5.0281637E-6, learn_rate = 0.3698351
[DEBUG] 2019-04-20 15:55:03,322 -- CAMF_CU fold [1] iter 62: loss = 0.1880342, delta_loss = 0.0013363207, learn_rate = 0.177897
[DEBUG] 2019-04-20 15:55:03,325 -- CAMF_CU fold [1] iter 63: loss = 0.18708184, delta_loss = 9.52356E-4, learn_rate = 0.18679185
[DEBUG] 2019-04-20 15:55:03,325 -- CAMF_CU fold [5] iter 70: loss = 0.17173205, delta_loss = 4.4454087E-4, learn_rate = 0.2628349
[DEBUG] 2019-04-20 15:55:03,326 -- CAMF_CU fold [1] iter 64: loss = 0.1863752, delta_loss = 7.066366E-4, learn_rate = 0.19613145
[DEBUG] 2019-04-20 15:55:03,326 -- CAMF_CU fold [5] iter 71: loss = 0.17136206, delta_loss = 3.7000136E-4, learn_rate = 0.27597663
[DEBUG] 2019-04-20 15:55:03,327 -- CAMF_CU fold [1] iter 65: loss = 0.18583325, delta_loss = 5.419649E-4, learn_rate = 0.20593803
[DEBUG] 2019-04-20 15:55:03,328 -- CAMF_CU fold [2] iter 77: loss = 0.17281765, delta_loss = 1.8620392E-4, learn_rate = 0.3698351
[DEBUG] 2019-04-20 15:55:03,327 -- CAMF_CU fold [3] iter 81: loss = 0.17760964, delta_loss = 6.4862694E-4, learn_rate = 0.21406518
[DEBUG] 2019-04-20 15:55:03,329 -- CAMF_CU fold [1] iter 66: loss = 0.18540637, delta_loss = 4.268676E-4, learn_rate = 0.21623492
[DEBUG] 2019-04-20 15:55:03,329 -- CAMF_CU fold [2] iter 78: loss = 0.17272225, delta_loss = 9.540125E-5, learn_rate = 0.38832685
[DEBUG] 2019-04-20 15:55:03,330 -- CAMF_CU fold [1] iter 67: loss = 0.18506391, delta_loss = 3.4246838E-4, learn_rate = 0.22704667
[DEBUG] 2019-04-20 15:55:03,330 -- CAMF_CU fold [1] iter 68: loss = 0.1847877, delta_loss = 2.7619675E-4, learn_rate = 0.238399
[DEBUG] 2019-04-20 15:55:03,331 -- CAMF_CU fold [1] iter 69: loss = 0.18456927, delta_loss = 2.1843835E-4, learn_rate = 0.25031894
[DEBUG] 2019-04-20 15:55:03,331 -- CAMF_CU fold [3] iter 82: loss = 0.17707352, delta_loss = 5.361152E-4, learn_rate = 0.22476843
[DEBUG] 2019-04-20 15:55:03,332 -- CAMF_CU fold [1] iter 70: loss = 0.18440865, delta_loss = 1.6061966E-4, learn_rate = 0.2628349
[DEBUG] 2019-04-20 15:55:03,332 -- CAMF_CU fold [2] iter 79: loss = 0.17282487, delta_loss = -1.02624326E-4, learn_rate = 0.4077432
[DEBUG] 2019-04-20 15:55:03,333 -- CAMF_CU fold [1] iter 71: loss = 0.18431489, delta_loss = 9.375984E-5, learn_rate = 0.27597663
[DEBUG] 2019-04-20 15:55:03,333 -- CAMF_CU fold [2] iter 80: loss = 0.17287986, delta_loss = -5.499777E-5, learn_rate = 0.2038716
[DEBUG] 2019-04-20 15:55:03,333 -- CAMF_CU fold [1] iter 72: loss = 0.18430816, delta_loss = 6.73126E-6, learn_rate = 0.28977546
[DEBUG] 2019-04-20 15:55:03,334 -- CAMF_CU fold [3] iter 83: loss = 0.17661686, delta_loss = 4.5665467E-4, learn_rate = 0.23600686
[DEBUG] 2019-04-20 15:55:03,335 -- CAMF_CU fold [1] iter 73: loss = 0.18442483, delta_loss = -1.1666727E-4, learn_rate = 0.30426425
[DEBUG] 2019-04-20 15:55:03,335 -- CAMF_CU fold [2] iter 81: loss = 0.17201829, delta_loss = 8.615817E-4, learn_rate = 0.1019358
[DEBUG] 2019-04-20 15:55:03,336 -- CAMF_CU fold [3] iter 84: loss = 0.17622347, delta_loss = 3.9339546E-4, learn_rate = 0.2478072
[DEBUG] 2019-04-20 15:55:03,336 -- CAMF_CU fold [1] iter 74: loss = 0.18338695, delta_loss = 0.0010378696, learn_rate = 0.15213212
[DEBUG] 2019-04-20 15:55:03,336 -- CAMF_CU fold [2] iter 82: loss = 0.17043099, delta_loss = 0.001587297, learn_rate = 0.10703259
[DEBUG] 2019-04-20 15:55:03,337 -- CAMF_CU fold [1] iter 75: loss = 0.18148516, delta_loss = 0.0019017978, learn_rate = 0.15973873
[DEBUG] 2019-04-20 15:55:03,337 -- CAMF_CU fold [3] iter 85: loss = 0.17587861, delta_loss = 3.4485976E-4, learn_rate = 0.26019755
[DEBUG] 2019-04-20 15:55:03,338 -- CAMF_CU fold [2] iter 83: loss = 0.17000577, delta_loss = 4.2521177E-4, learn_rate = 0.112384215
[DEBUG] 2019-04-20 15:55:03,327 -- CAMF_CU fold [5] iter 72: loss = 0.1710404, delta_loss = 3.216628E-4, learn_rate = 0.28977546
[DEBUG] 2019-04-20 15:55:03,338 -- CAMF_CU fold [4] iter 78: loss = 0.18354918, delta_loss = -7.866056E-4, learn_rate = 0.18491755
[DEBUG] 2019-04-20 15:55:03,339 -- CAMF_CU fold [3] iter 86: loss = 0.17556632, delta_loss = 3.1230104E-4, learn_rate = 0.27320743
[DEBUG] 2019-04-20 15:55:03,340 -- CAMF_CU fold [2] iter 84: loss = 0.16972011, delta_loss = 2.856614E-4, learn_rate = 0.11800343
[DEBUG] 2019-04-20 15:55:03,340 -- CAMF_CU fold [5] iter 73: loss = 0.17075516, delta_loss = 2.8522636E-4, learn_rate = 0.30426425
[DEBUG] 2019-04-20 15:55:03,340 -- CAMF_CU fold [4] iter 79: loss = 0.1822216, delta_loss = 0.0013275765, learn_rate = 0.09245878
[DEBUG] 2019-04-20 15:55:03,341 -- CAMF_CU fold [3] iter 87: loss = 0.17527094, delta_loss = 2.9535985E-4, learn_rate = 0.2868678
[DEBUG] 2019-04-20 15:55:03,341 -- CAMF_CU fold [2] iter 85: loss = 0.16948402, delta_loss = 2.3610063E-4, learn_rate = 0.1239036
[DEBUG] 2019-04-20 15:55:03,342 -- CAMF_CU fold [5] iter 74: loss = 0.17051528, delta_loss = 2.3987975E-4, learn_rate = 0.31947747
[DEBUG] 2019-04-20 15:55:03,343 -- CAMF_CU fold [4] iter 80: loss = 0.18068989, delta_loss = 0.0015317149, learn_rate = 0.09708171
[DEBUG] 2019-04-20 15:55:03,343 -- CAMF_CU fold [3] iter 88: loss = 0.1749819, delta_loss = 2.8904653E-4, learn_rate = 0.3012112
[DEBUG] 2019-04-20 15:55:03,345 -- CAMF_CU fold [2] iter 86: loss = 0.16927235, delta_loss = 2.1166257E-4, learn_rate = 0.13009878
[DEBUG] 2019-04-20 15:55:03,345 -- CAMF_CU fold [5] iter 75: loss = 0.1703607, delta_loss = 1.5459127E-4, learn_rate = 0.33545133
[DEBUG] 2019-04-20 15:55:03,346 -- CAMF_CU fold [2] iter 87: loss = 0.16907452, delta_loss = 1.978319E-4, learn_rate = 0.13660371
[DEBUG] 2019-04-20 15:55:03,347 -- CAMF_CU fold [5] iter 76: loss = 0.1703889, delta_loss = -2.8212016E-5, learn_rate = 0.3522239
[DEBUG] 2019-04-20 15:55:03,347 -- CAMF_CU fold [4] iter 81: loss = 0.1799801, delta_loss = 7.097946E-4, learn_rate = 0.1019358
[DEBUG] 2019-04-20 15:55:03,348 -- CAMF_CU fold [2] iter 88: loss = 0.16888483, delta_loss = 1.896886E-4, learn_rate = 0.1434339
[DEBUG] 2019-04-20 15:55:03,348 -- CAMF_CU fold [5] iter 77: loss = 0.17006011, delta_loss = 3.2880343E-4, learn_rate = 0.17611195
[DEBUG] 2019-04-20 15:55:03,349 -- CAMF_CU fold [4] iter 82: loss = 0.17951275, delta_loss = 4.6734835E-4, learn_rate = 0.10703259
[DEBUG] 2019-04-20 15:55:03,349 -- CAMF_CU fold [3] iter 89: loss = 0.17469732, delta_loss = 2.8458075E-4, learn_rate = 0.31627175
[DEBUG] 2019-04-20 15:55:03,350 -- CAMF_CU fold [2] iter 89: loss = 0.16869974, delta_loss = 1.8508823E-4, learn_rate = 0.1506056
[DEBUG] 2019-04-20 15:55:03,351 -- CAMF_CU fold [4] iter 83: loss = 0.17914712, delta_loss = 3.6561853E-4, learn_rate = 0.112384215
[DEBUG] 2019-04-20 15:55:03,351 -- CAMF_CU fold [2] iter 90: loss = 0.16851683, delta_loss = 1.8291494E-4, learn_rate = 0.15813588
[DEBUG] 2019-04-20 15:55:03,351 -- CAMF_CU fold [3] iter 90: loss = 0.17442466, delta_loss = 2.7266247E-4, learn_rate = 0.33208534
[DEBUG] 2019-04-20 15:55:03,353 -- CAMF_CU fold [1] iter 76: loss = 0.18084733, delta_loss = 6.378333E-4, learn_rate = 0.16772567
[DEBUG] 2019-04-20 15:55:03,353 -- CAMF_CU fold [4] iter 84: loss = 0.17883183, delta_loss = 3.153057E-4, learn_rate = 0.11800343
[DEBUG] 2019-04-20 15:55:03,353 -- CAMF_CU fold [3] iter 91: loss = 0.17417994, delta_loss = 2.447202E-4, learn_rate = 0.34868962
[DEBUG] 2019-04-20 15:55:03,354 -- CAMF_CU fold [1] iter 77: loss = 0.18045439, delta_loss = 3.9294385E-4, learn_rate = 0.17611195
[DEBUG] 2019-04-20 15:55:03,354 -- CAMF_CU fold [4] iter 85: loss = 0.17854548, delta_loss = 2.8635171E-4, learn_rate = 0.1239036
[DEBUG] 2019-04-20 15:55:03,354 -- CAMF_CU fold [3] iter 92: loss = 0.1739915, delta_loss = 1.884374E-4, learn_rate = 0.3661241
[DEBUG] 2019-04-20 15:55:03,356 -- CAMF_CU fold [3] iter 93: loss = 0.17392255, delta_loss = 6.8956564E-5, learn_rate = 0.3844303
[DEBUG] 2019-04-20 15:55:03,356 -- CAMF_CU fold [4] iter 86: loss = 0.17827797, delta_loss = 2.6749607E-4, learn_rate = 0.13009878
[DEBUG] 2019-04-20 15:55:03,356 -- CAMF_CU fold [1] iter 78: loss = 0.18014932, delta_loss = 3.0506507E-4, learn_rate = 0.18491755
[DEBUG] 2019-04-20 15:55:03,356 -- CAMF_CU fold [3] iter 94: loss = 0.17416726, delta_loss = -2.447087E-4, learn_rate = 0.4036518
[DEBUG] 2019-04-20 15:55:03,357 -- CAMF_CU fold [5] iter 78: loss = 0.1688528, delta_loss = 0.0012072945, learn_rate = 0.18491755
[DEBUG] 2019-04-20 15:55:03,357 -- CAMF_CU fold [1] iter 79: loss = 0.17988835, delta_loss = 2.60964E-4, learn_rate = 0.19416343
[DEBUG] 2019-04-20 15:55:03,358 -- CAMF_CU fold [3] iter 95: loss = 0.17418304, delta_loss = -1.5785077E-5, learn_rate = 0.2018259
[DEBUG] 2019-04-20 15:55:03,358 -- CAMF_CU fold [5] iter 79: loss = 0.16754524, delta_loss = 0.0013075698, learn_rate = 0.19416343
[DEBUG] 2019-04-20 15:55:03,359 -- CAMF_CU fold [4] iter 87: loss = 0.17802386, delta_loss = 2.541097E-4, learn_rate = 0.13660371
[DEBUG] 2019-04-20 15:55:03,359 -- CAMF_CU fold [1] iter 80: loss = 0.17965195, delta_loss = 2.3640851E-4, learn_rate = 0.2038716
[DEBUG] 2019-04-20 15:55:03,360 -- CAMF_CU fold [5] iter 80: loss = 0.1667145, delta_loss = 8.307458E-4, learn_rate = 0.2038716
[DEBUG] 2019-04-20 15:55:03,361 -- CAMF_CU fold [4] iter 88: loss = 0.17777976, delta_loss = 2.4410382E-4, learn_rate = 0.1434339
[DEBUG] 2019-04-20 15:55:03,361 -- CAMF_CU fold [1] iter 81: loss = 0.17942904, delta_loss = 2.2291279E-4, learn_rate = 0.21406518
[DEBUG] 2019-04-20 15:55:03,361 -- CAMF_CU fold [5] iter 81: loss = 0.1660778, delta_loss = 6.366985E-4, learn_rate = 0.21406518
[DEBUG] 2019-04-20 15:55:03,361 -- CAMF_CU fold [3] iter 96: loss = 0.17317387, delta_loss = 0.0010091609, learn_rate = 0.10091295
[DEBUG] 2019-04-20 15:55:03,363 -- CAMF_CU fold [4] iter 89: loss = 0.17754331, delta_loss = 2.3645411E-4, learn_rate = 0.1506056
[DEBUG] 2019-04-20 15:55:03,363 -- CAMF_CU fold [1] iter 82: loss = 0.17921315, delta_loss = 2.1588581E-4, learn_rate = 0.22476843
[DEBUG] 2019-04-20 15:55:03,364 -- CAMF_CU fold [5] iter 82: loss = 0.16557364, delta_loss = 5.041622E-4, learn_rate = 0.22476843
[DEBUG] 2019-04-20 15:55:03,364 -- CAMF_CU fold [2] iter 91: loss = 0.16833432, delta_loss = 1.8250223E-4, learn_rate = 0.16604267
[DEBUG] 2019-04-20 15:55:03,364 -- CAMF_CU fold [3] iter 97: loss = 0.17255302, delta_loss = 6.208583E-4, learn_rate = 0.1059586
[DEBUG] 2019-04-20 15:55:03,364 -- CAMF_CU fold [1] iter 83: loss = 0.17900068, delta_loss = 2.1247071E-4, learn_rate = 0.23600686
[DEBUG] 2019-04-20 15:55:03,364 -- CAMF_CU fold [4] iter 90: loss = 0.17731269, delta_loss = 2.3062693E-4, learn_rate = 0.15813588
[DEBUG] 2019-04-20 15:55:03,365 -- CAMF_CU fold [5] iter 83: loss = 0.16515817, delta_loss = 4.1546446E-4, learn_rate = 0.23600686
[DEBUG] 2019-04-20 15:55:03,366 -- CAMF_CU fold [3] iter 98: loss = 0.17228124, delta_loss = 2.7178857E-4, learn_rate = 0.11125653
[DEBUG] 2019-04-20 15:55:03,366 -- CAMF_CU fold [1] iter 84: loss = 0.17878996, delta_loss = 2.1072305E-4, learn_rate = 0.2478072
[DEBUG] 2019-04-20 15:55:03,367 -- CAMF_CU fold [4] iter 91: loss = 0.17708634, delta_loss = 2.263373E-4, learn_rate = 0.16604267
[DEBUG] 2019-04-20 15:55:03,368 -- CAMF_CU fold [3] iter 99: loss = 0.17206934, delta_loss = 2.1189125E-4, learn_rate = 0.11681936
[DEBUG] 2019-04-20 15:55:03,368 -- CAMF_CU fold [1] iter 85: loss = 0.17858088, delta_loss = 2.0907656E-4, learn_rate = 0.26019755
[DEBUG] 2019-04-20 15:55:03,368 -- CAMF_CU fold [4] iter 92: loss = 0.17686291, delta_loss = 2.2343978E-4, learn_rate = 0.17434481
[DEBUG] 2019-04-20 15:55:03,369 -- CAMF_CU fold [3] iter 100: loss = 0.17188314, delta_loss = 1.8620378E-4, learn_rate = 0.122660324
[DEBUG] 2019-04-20 15:55:03,369 -- CAMF_CU fold [4] iter 93: loss = 0.17664103, delta_loss = 2.2187589E-4, learn_rate = 0.18306205
[DEBUG] 2019-04-20 15:55:03,369 -- CAMF_CU fold [1] iter 86: loss = 0.17837498, delta_loss = 2.0590182E-4, learn_rate = 0.27320743
[DEBUG] 2019-04-20 15:55:03,370 -- CAMF_CU fold [3] evaluate test data ... 
[DEBUG] 2019-04-20 15:55:03,370 -- CAMF_CU fold [4] iter 94: loss = 0.17641938, delta_loss = 2.2164591E-4, learn_rate = 0.19221514
[DEBUG] 2019-04-20 15:55:03,370 -- CAMF_CU fold [1] iter 87: loss = 0.17817593, delta_loss = 1.9905057E-4, learn_rate = 0.2868678
[DEBUG] 2019-04-20 15:55:03,371 -- CAMF_CU fold [3] has candidate items: 30
[DEBUG] 2019-04-20 15:55:03,371 -- CAMF_CU fold [4] iter 95: loss = 0.17619659, delta_loss = 2.2279058E-4, learn_rate = 0.2018259
[DEBUG] 2019-04-20 15:55:03,372 -- CAMF_CU fold [1] iter 88: loss = 0.17799072, delta_loss = 1.8520618E-4, learn_rate = 0.3012112
[DEBUG] 2019-04-20 15:55:03,372 -- CAMF_CU fold [4] iter 96: loss = 0.17597121, delta_loss = 2.253758E-4, learn_rate = 0.2119172
[DEBUG] 2019-04-20 15:55:03,372 -- CAMF_CU fold [1] iter 89: loss = 0.17783204, delta_loss = 1.5867893E-4, learn_rate = 0.31627175
[DEBUG] 2019-04-20 15:55:03,373 -- CAMF_CU fold [4] iter 97: loss = 0.17574173, delta_loss = 2.2947746E-4, learn_rate = 0.22251306
[DEBUG] 2019-04-20 15:55:03,374 -- CAMF_CU fold [1] iter 90: loss = 0.1777232, delta_loss = 1.0884629E-4, learn_rate = 0.33208534
[DEBUG] 2019-04-20 15:55:03,374 -- CAMF_CU fold [4] iter 98: loss = 0.17550658, delta_loss = 2.3516509E-4, learn_rate = 0.23363872
[DEBUG] 2019-04-20 15:55:03,374 -- CAMF_CU fold [1] iter 91: loss = 0.17770892, delta_loss = 1.4273307E-5, learn_rate = 0.34868962
[DEBUG] 2019-04-20 15:55:03,375 -- CAMF_CU fold [4] iter 99: loss = 0.17526409, delta_loss = 2.4248316E-4, learn_rate = 0.24532065
[DEBUG] 2019-04-20 15:55:03,375 -- CAMF_CU fold [4] iter 100: loss = 0.17501266, delta_loss = 2.5142907E-4, learn_rate = 0.2575867
[DEBUG] 2019-04-20 15:55:03,375 -- CAMF_CU fold [4] evaluate test data ... 
[DEBUG] 2019-04-20 15:55:03,376 -- CAMF_CU fold [1] iter 92: loss = 0.17788078, delta_loss = -1.7186522E-4, learn_rate = 0.3661241
[DEBUG] 2019-04-20 15:55:03,376 -- CAMF_CU fold [4] has candidate items: 30
[DEBUG] 2019-04-20 15:55:03,376 -- CAMF_CU fold [1] iter 93: loss = 0.17756972, delta_loss = 3.110688E-4, learn_rate = 0.18306205
[DEBUG] 2019-04-20 15:55:03,377 -- CAMF_CU fold [1] iter 94: loss = 0.17653383, delta_loss = 0.0010358774, learn_rate = 0.19221514
[DEBUG] 2019-04-20 15:55:03,377 -- CAMF_CU fold [1] iter 95: loss = 0.17601442, delta_loss = 5.194222E-4, learn_rate = 0.2018259
[DEBUG] 2019-04-20 15:55:03,378 -- CAMF_CU fold [1] iter 96: loss = 0.1756799, delta_loss = 3.345048E-4, learn_rate = 0.2119172
[DEBUG] 2019-04-20 15:55:03,378 -- CAMF_CU fold [1] iter 97: loss = 0.17541364, delta_loss = 2.6627866E-4, learn_rate = 0.22251306
[DEBUG] 2019-04-20 15:55:03,379 -- CAMF_CU fold [1] iter 98: loss = 0.17517604, delta_loss = 2.3760086E-4, learn_rate = 0.23363872
[DEBUG] 2019-04-20 15:55:03,379 -- CAMF_CU fold [2] iter 92: loss = 0.16815092, delta_loss = 1.834105E-4, learn_rate = 0.17434481
[DEBUG] 2019-04-20 15:55:03,379 -- CAMF_CU fold [5] iter 84: loss = 0.16480331, delta_loss = 3.5486408E-4, learn_rate = 0.2478072
[DEBUG] 2019-04-20 15:55:03,380 -- CAMF_CU fold [2] iter 93: loss = 0.16796559, delta_loss = 1.8533014E-4, learn_rate = 0.18306205
